,company,impressions_for_wordcloud,indicator1,indicator2,indicator3,indicator4,indicator5,indicator6,Overall Stars,Culture & Values,Work/Life Balance,Senior Management,Compensation & Benefits,Career Opportunities,URL,culture_score,ceo_score
17,"JM Family Enterprises, Inc.","{'make': 5, 'culture': 8, 'good': 6, 'associates': 14, 'favoritism': 3, 'long': 3, 'founder': 3, 'best': 5, 'much': 2, 'look': 2, 'feel': 5, 'knowledge': 2, 'fellow': 2, 'rigorous': 2, 'profit': 5, 'everyday': 2, 'sharing': 5, 'experience': 2, 'bonus': 4, 'working': 4, 'time': 4, 'today': 2, 'important': 4, 'shot': 2, 'expectations': 1, 'excited': 1, 'excellent': 1, 'year': 1, 'family': 1, 'every': 1, 'forgotten': 1, 'fortune': 1, 'going': 1, 'great': 1, 'followed': 1, 'current': 1, 'employer': 1, 'employees': 1, 'account': 1, 'alive': 1, 'asset': 1, 'bank': 1, 'based': 1, 'better': 3, 'bright': 1, 'bring': 1, 'business': 3, 'care': 4, 'challenge': 1, 'companies': 1, 'compassionate': 1, 'benefits': 7, 'people': 3, 'truly': 3, 'associate': 3, 'unique': 2, 'community': 2, 'amazing': 2, 'retirement': 2, 'team': 2, 'anniversary': 2, 'life': 2, 'medical': 2, 'new': 2, 'pension': 2, 'help': 2, 'everyone': 2, 'plan': 2, 'values': 2, 'campus': 2, 'job': 2, 'love': 2, 'events': 2, 'salon': 2, 'special': 2, 'site': 2, 'opportunities': 2, '401k': 2, 'cares': 2, 'opportunity': 2, 'personal': 2, 'onsite': 2, 'core': 2, 'give': 2, 'gym': 2, 'home': 2, 'moran': 2}",94% Employees say this is a great place to work,97% I feel good about the ways we contribute to the community.,96% We have special and unique benefits here.,96% I'm proud to tell others I work here.,"96% When you join the company, you are made to feel welcome.","94% Our customers would rate the service we deliver as ""excellent.""",3.9,3.9,4.1,3.7,4.7,3.4,"https://www.glassdoor.com/Overview/Working-at-JM-Family-Enterprises-EI_IE2850.11,32.htm",B+,96
18,Kimley-Horn,"{'especially': 1, 'benefits': 8, 'awesome': 1, '401k': 6, 'people': 10, 'kimleyhorn': 7, 'profit': 6, 'bonuses': 5, 'sharing': 5, 'everyone': 5, 'fun': 5, 'office': 4, 'retirement': 4, 'help': 4, 'opportunities': 4, 'culture': 3, 'new': 3, 'team': 3, 'feel': 3, 'opportunity': 3, 'career': 3, 'bonus': 3, 'gift': 3, 'hard': 3, 'contributions': 3, 'give': 3, 'teamwork': 3, 'grow': 3, 'best': 3, 'success': 3, 'time': 3, 'unique': 3, 'working': 3, 'clients': 2, 'business': 2, 'truly': 2, 'amazing': 2, 'match': 2, 'profits': 2, 'awards': 2, 'own': 2, 'training': 2, 'job': 2, 'throughout': 2, 'cards': 2, 'industry': 2, 'young': 2, 'events': 2, 'support': 2, 'level': 2, 'care': 2, 'effort': 2}",97% Employees say this is a great place to work,"99% Our customers would rate the service we deliver as ""excellent.""",98% Management is competent at running the business.,98% People here are given a lot of responsibility.,98% Management is honest and ethical in its business practices.,98% We have special and unique benefits here.,3.9,4.2,2.7,3.9,4.5,4.2,"https://www.glassdoor.com/Overview/Working-at-Kimley-Horn-EI_IE15177.11,22.htm",A,73
19,Camden Property Trust,"{'people': 10, 'family': 9, 'culture': 8, 'feel': 5, 'fun': 5, 'truly': 4, 'everyone': 4, 'team': 4, 'care': 4, 'love': 4, 'cares': 4, 'best': 3, 'unique': 3, 'suites': 3, 'amazing': 3, 'awards': 3, 'benefits': 3, 'community': 3, 'leadership': 3, 'ace': 2, 'new': 2, 'time': 2, 'values': 2, 'working': 2, 'events': 2, 'job': 2, 'celebrate': 2, 'level': 2, 'corporate': 2, 'happy': 2, 'help': 2, 'need': 2, 'vacation': 2, 'beyond': 2, 'big': 2, 'give': 2, 'guest': 2, 'hard': 2, 'home': 2, 'know': 2, 'special': 2, 'top': 2, 'conference': 2, 'executive': 2, 'grow': 2, 'opportunities': 2, 'opportunity': 2, 'right': 2, 'able': 2, 'education': 2}",93% Employees say this is a great place to work,"97% When you join the company, you are made to feel welcome.",96% Management is competent at running the business.,96% I feel good about the ways we contribute to the community.,"96% Our customers would rate the service we deliver as ""excellent.""",95% Our executives fully embody the best characteristics of our company.,4.5,4.7,4.3,4.5,4.4,4.3,"https://www.glassdoor.com/Overview/Working-at-Camden-Property-Trust-EI_IE2418.11,32.htm",NA,-1
20,Cooley LLP,"{'people': 10, 'culture': 5, 'feel': 4, 'law': 4, 'everyone': 3, 'firms': 3, 'team': 3, 'working': 3, 'time': 2, 'truly': 2, 'care': 2, 'office': 2, 'best': 2, 'genuinely': 2, 'unique': 2, 'family': 2, 'respect': 2, 'love': 2, 'attorneys': 2, 'benefits': 2, 'clients': 2, 'good': 2, 'help': 2, 'new': 2, 'diversity': 2, 'partners': 2, 'events': 2, 'values': 2, 'business': 2, 'cares': 2, 'friendly': 2, 'others': 2, 'support': 2, 'focus': 2, 'home': 2, 'job': 2, 'position': 2, 'sense': 2, 'believe': 2, 'bono': 2, 'leadership': 2, 'pro': 2, 'together': 2, 'commitment': 2, 'community': 2, 'happy': 2, 'health': 2, 'important': 2, 'amazing': 2, 'opportunities': 2}",94% Employees say this is a great place to work,"97% Our customers would rate the service we deliver as ""excellent.""",96% I'm proud to tell others I work here.,96% People celebrate special events around here.,95% Management is competent at running the business.,95% Management is honest and ethical in its business practices.,3.5,3.6,3.3,3.2,4.2,3.5,"https://www.glassdoor.com/Overview/Working-at-Cooley-EI_IE7147.11,17.htm",D+,73
21,Plante Moran,"{'people': 10, 'time': 8, 'culture': 6, 'life': 5, 'care': 5, 'flexible': 4, 'balance': 4, 'team': 4, 'truly': 4, 'feel': 3, 'everyone': 3, 'flexibility': 3, 'new': 3, 'policy': 3, 'help': 3, 'clients': 3, 'career': 3, 'working': 3, 'fto': 2, 'office': 2, 'partners': 2, 'personal': 2, 'unique': 2, 'cares': 2, 'opportunities': 2, 'unlimited': 2, 'good': 2, 'leave': 2, 'family': 2, 'best': 2, 'pm': 2, 'client': 2, 'development': 2, 'professional': 2, 'benefits': 2, 'need': 2, 'together': 2, 'home': 2, 'job': 2, 'needed': 2, 'pto': 2, 'support': 2, 'allows': 2, 'genuinely': 2, 'know': 2, 'long': 2, 'others': 2, 'partner': 2, 'willing': 2, 'able': 2}",92% Employees say this is a great place to work,97% People here are given a lot of responsibility.,96% Management is honest and ethical in its business practices.,"96% Our customers would rate the service we deliver as ""excellent.""","96% When you join the company, you are made to feel welcome.",95% Management is competent at running the business.,4.3,4.6,3.9,4.2,3.5,4.3,https://www.glassdoor.com/Reviews/Plante-Moran-Reviews-E11396.htm,NA,-1
22,Adobe,"{'people': 25, 'team': 14, 'great': 10, 'stock': 9, 'benefits': 12, 'extremely': 5, 'love': 8, 'good': 7, 'espp': 5, 'projects': 4, 'best': 6, 'managers': 4, 'time': 7, 'business': 6, 'employees': 4, 'feel': 6, 'together': 4, 'support': 6, 'vision': 4, 'willingness': 4, 'culture': 9, 'quarter': 3, 'comp': 3, 'open': 3, 'compensation': 3, 'working': 5, 'workers': 3, 'generous': 3, 'performance': 3, 'hire': 3, 'level': 3, 'really': 3, 'leadership': 3, 'different': 5, 'little': 3, 'effective': 2, 'productive': 2, 'process': 2, 'engaging': 2, 'respectfully': 2, 'price': 2, 'difficult': 2, 'diversity': 4, 'control': 2, 'real': 2, 'creative': 5, 'questions': 2, 'diverse': 2, 'personal': 4, 'match': 2, 'opportunities': 4, 'life': 3, 'balance': 3, 'community': 3, 'products': 3, 'amazing': 2, 'new': 2, 'unique': 2, 'sabbatical': 2, 'everyone': 2, 'customers': 2, 'care': 2, 'tech': 2, 'leave': 2, 'values': 2, 'family': 2, 'help': 2, 'creativity': 2, 'program': 2, 'job': 2, 'opportunity': 2, 'truly': 2, 'impact': 2, 'cares': 2, 'flexibility': 2, 'weeks': 2, 'respect': 2, 'think': 2, 'better': 2, 'experience': 2, 'genuine': 2, 'adobes': 2, 'focus': 2, 'world': 2}",92% Employees say this is a great place to work,96% I'm proud to tell others I work here.,95% I feel good about the ways we contribute to the community.,94% Management is honest and ethical in its business practices.,"94% When you join the company, you are made to feel welcome.",93% I am able to take time off from work when I think it's necessary.,4.1,4.2,4.1,3.7,4.2,3.7,"https://www.glassdoor.com/Overview/Working-at-Adobe-EI_IE1090.11,16.htm",A,86
23,Veterans United Home Loans,"{'family': 10, 'people': 13, 'free': 6, 'genuinely': 4, 'place': 2, 'make': 2, 'love': 5, 'coworkers': 5, 'everybody': 2, 'will': 2, 'team': 5, 'benefits': 4, 'helpful': 2, 'help': 6, 'hard': 2, 'well': 2, 'forward': 1, 'environment': 1, 'find': 1, 'feeling': 1, 'fact': 1, 'execs': 1, 'exact': 1, 'food': 1, 'working': 3, 'entrepreneurship': 1, 'encouraging': 1, 'actually': 1, 'allows': 1, 'anything': 1, 'best': 3, 'care': 7, 'career': 1, 'charity': 1, 'community': 4, 'customers': 1, 'days': 1, 'donate': 1, 'double': 1, 'dynamic': 1, 'effective': 1, 'good': 3, 'getting': 1, 'hires': 1, 'hang': 1, 'positive': 1, 'want': 1, 'vacation': 1, 'together': 3, 'time': 5, 'structured': 1, 'vu': 7, 'feel': 5, 'truly': 5, 'everyone': 4, 'small': 4, 'culture': 4, 'groups': 3, 'life': 3, 'amazing': 3, 'unique': 3, 'job': 3, 'events': 3, 'better': 3, 'cares': 3, 'fun': 3, 'opportunities': 2, 'personal': 2, 'foundation': 2, 'lives': 2, 'new': 2, 'grow': 2, 'outside': 2, 'values': 2, 'need': 2, 'others': 2, 'group': 2, 'balance': 2, 'sure': 2, 'think': 2, 'able': 2, 'give': 2, 'know': 2, 'level': 2, 'resources': 2}",95% Employees say this is a great place to work,98% I feel good about the ways we contribute to the community.,"98% Our customers would rate the service we deliver as ""excellent.""","98% When you join the company, you are made to feel welcome.",97% I'm proud to tell others I work here.,97% People care about each other here.,4.4,4.8,4.3,4.4,4.4,4.2,"https://www.glassdoor.com/Overview/Working-at-Veterans-United-Home-Loans-EI_IE242421.11,37.htm",A+,90
24,Intuit Inc.,"{'people': 73, 'team': 51, 'great': 37, 'employees': 33, 'benefits': 36, 'everyone': 29, 'intuit': 24, 'care': 28, 'bonus': 21, 'help': 23, 'working': 24, 'leadership': 21, 'always': 19, 'customers': 23, 'well': 17, 'feel': 21, 'best': 20, 'good': 18, 'culture': 19, 'together': 14, 'environment': 13, 'equity': 12, 'really': 12, 'base': 12, 'package': 12, 'make': 12, 'positive': 12, 'salary': 12, 'amazing': 16, 'stock': 12, 'teams': 12, 'mission': 14, 'coworkers': 11, 'life': 14, 'transparent': 11, 'level': 13, 'love': 14, 'compensation': 11, 'willing': 11, 'open': 10, 'annual': 10, 'time': 14, 'success': 10, 'values': 15, 'feedback': 12, 'hard': 10, 'leaders': 10, 'year': 10, 'smart': 10, 'balance': 11, 'friendly': 9, 'truly': 4, 'customer': 4, 'give': 3, 'community': 3, 'first': 3, 'opportunities': 3, 'cares': 2, 'new': 2, 'better': 2, 'business': 2, 'family': 2, 'job': 2, 'health': 2, 'encouraged': 2, 'focus': 2, 'support': 2, 'believe': 2, 'unique': 2, 'personal': 2, 'able': 2, 'lives': 2, 'opportunity': 2, 'home': 2, 'nice': 2, 'program': 2, 'diversity': 2, 'bring': 2, 'know': 2}",93% Employees say this is a great place to work,"95% When you join the company, you are made to feel welcome.",94% I am able to take time off from work when I think it's necessary.,94% I'm proud to tell others I work here.,94% I feel good about the ways we contribute to the community.,93% People care about each other here.,4.2,4.4,4.2,3.9,4.5,4,"https://www.glassdoor.com/Overview/Working-at-Intuit-EI_IE2293.11,17.htm",A,91
25,The Cheesecake Factory Incorporated,"{'team': 36, 'people': 38, 'need': 24, 'always': 22, 'staff': 22, 'help': 24, 'managers': 21, 'employees': 20, 'food': 21, 'management': 19, 'make': 18, 'good': 21, 'time': 20, 'better': 19, 'guests': 18, 'great': 16, 'everyone': 22, 'guest': 15, 'family': 23, 'care': 18, 'environment': 13, 'happy': 13, 'working': 16, 'best': 16, 'experience': 14, 'well': 12, 'love': 16, 'money': 14, 'feel': 18, 'manager': 10, 'making': 10, 'hourly': 10, 'really': 10, 'paid': 10, 'fast': 10, 'makes': 9, 'kitchen': 9, 'even': 8, 'hard': 10, 'positive': 8, 'tips': 8, 'getting': 8, 'place': 7, 'part': 7, 'servers': 7, 'support': 7, 'sure': 7, 'together': 9, 'leave': 7, 'teamwork': 7, 'years': 7, 'job': 4, 'restaurant': 3, 'unique': 3, 'coworkers': 3, 'fun': 3, 'different': 2, 'opportunities': 2, 'amazing': 2, 'friendly': 2, 'give': 2, 'opportunity': 2, 'benefits': 2, 'community': 2, 'schedule': 2, 'feels': 2, 'know': 2, 'new': 2, 'cares': 2, 'personal': 2, 'works': 2, 'atmosphere': 2, 'everything': 2, 'life': 2, 'friends': 2, 'nice': 2, 'willing': 2, 'able': 2, 'culture': 2, 'helpful': 2, 'home': 2}",89% Employees say this is a great place to work,"94% When you join the company, you are made to feel welcome.",93% People celebrate special events around here.,91% I'm proud to tell others I work here.,91% I can be myself around here.,90% I am treated as a full member here regardless of my position.,3.7,3.7,3.4,3.3,3.4,3.5,"https://www.glassdoor.com/Overview/Working-at-The-Cheesecake-Factory-EI_IE2229.11,33.htm",B,74
26,Deloitte,"{'people': 57, 'team': 49, 'great': 28, 'well': 19, 'environment': 18, 'better': 18, 'benefits': 23, 'clients': 19, 'paid': 17, 'time': 21, 'hard': 17, 'working': 19, 'good': 18, 'life': 19, 'leadership': 18, 'culture': 18, 'best': 17, 'experience': 13, 'compensation': 13, 'smart': 13, 'care': 16, 'fair': 11, 'supportive': 11, 'focus': 13, 'always': 11, 'family': 15, 'everyone': 12, 'positive': 10, 'flexibility': 14, 'career': 13, 'managers': 10, 'growth': 12, 'development': 11, 'project': 11, 'need': 9, 'love': 11, 'make': 9, 'employees': 9, 'together': 9, 'balance': 12, 'leave': 12, 'friendly': 8, 'salary': 8, 'client': 10, 'bonus': 8, 'years': 8, 'happy': 8, 'nice': 7, 'leaders': 9, 'performance': 7, 'fast': 7, 'opportunities': 4, 'job': 3, 'amazing': 3, 'feel': 2, 'opportunity': 2, 'help': 2, 'pto': 2, 'ability': 2, 'new': 2, 'unique': 2, 'able': 2, 'community': 2, 'support': 2, 'subsidy': 2, 'different': 2, 'wellbeing': 2, 'training': 2, 'diversity': 2, 'personal': 2, 'truly': 2, 'impact': 2, 'learn': 2, 'own': 2, 'home': 2, 'level': 2}",88% Employees say this is a great place to work,94% I'm proud to tell others I work here.,"94% Our customers would rate the service we deliver as ""excellent.""",92% Management is competent at running the business.,92% People here are given a lot of responsibility.,91% People here are willing to give extra to get the job done.,3.8,3.8,3,3.4,3.4,4,"https://www.glassdoor.com/Overview/Working-at-Deloitte-EI_IE2763.11,19.htm",B,77
27,Pinnacle Financial Partners,"{'team': 13, 'people': 12, 'family': 12, 'leadership': 7, 'time': 6, 'need': 5, 'corporate': 2, 'accomplishment': 2, 'everyone': 9, 'experience': 4, 'others': 2, 'share': 2, 'willingness': 2, 'positive': 2, 'based': 2, 'love': 7, 'environment': 2, 'well': 2, 'truly': 7, 'sense': 2, 'easy': 1, 'efforts': 1, 'encourage': 1, 'enjoy': 3, 'diligent': 1, 'earned': 1, 'drive': 1, 'done': 1, 'feeling': 1, 'every': 1, 'factor': 1, 'deadline': 1, 'focus': 1, 'focused': 1, 'grow': 1, 'guidance': 1, 'happy': 1, 'hard': 1, 'help': 4, 'highlighting': 1, 'history': 1, 'home': 3, 'honesty': 1, 'immediate': 1, 'decisions': 1, 'cooperation': 1, 'days': 1, 'backgrounds': 1, 'bonus': 1, 'blending': 1, 'blend': 1, 'associates': 10, 'culture': 7, 'feel': 7, 'together': 7, 'clients': 6, 'care': 5, 'best': 4, 'job': 4, 'cares': 4, 'unique': 4, 'balance': 3, 'life': 3, 'win': 3, 'working': 3, 'orientation': 3, 'good': 3, 'values': 3, 'new': 3, 'ceo': 3, 'fun': 3, 'incentive': 3, 'terry': 3, 'community': 3, 'associate': 3, 'goals': 3, 'know': 3, 'level': 3, 'service': 2, 'first': 2, 'turner': 2, 'bank': 2, 'goal': 2, 'personal': 2, 'hiring': 2, 'important': 2, 'special': 2, 'amazing': 2}",98% Employees say this is a great place to work,99% Management is honest and ethical in its business practices.,99% I'm proud to tell others I work here.,"99% Our customers would rate the service we deliver as ""excellent.""","99% When you join the company, you are made to feel welcome.",98% Management is competent at running the business.,4.3,4.3,4.3,4.3,4.3,4.1,"https://www.glassdoor.com/Overview/Working-at-Pinnacle-Financial-Partners-EI_IE12049.11,38.htm",A+,97
28,SAP America,"{'team': 24, 'culture': 20, 'great': 13, 'people': 23, 'good': 12, 'employees': 9, 'manager': 8, 'management': 8, 'stock': 7, 'leadership': 8, 'colleagues': 8, 'open': 6, 'diversity': 8, 'global': 8, 'life': 9, 'business': 7, 'bonus': 5, 'communication': 5, 'flexible': 7, 'interview': 4, 'environment': 4, 'make': 4, 'fear': 4, 'feedback': 4, 'nothing': 4, 'interesting': 4, 'focus': 6, 'development': 6, 'working': 8, 'balance': 8, 'smart': 4, 'want': 4, 'strategy': 4, 'knowledge': 4, 'areas': 4, 'skills': 3, 'industry': 3, 'diverse': 3, 'employee': 3, 'learn': 3, 'still': 3, 'focused': 3, 'learning': 3, 'generally': 3, 'listen': 3, 'forward': 3, 'difference': 3, 'know': 3, 'market': 3, 'value': 3, 'ability': 5, 'benefits': 4, 'feel': 4, 'opportunities': 4, 'flexibility': 4, 'time': 4, 'new': 3, 'best': 3, 'love': 3, 'help': 3, 'opportunity': 3, 'customers': 3, 'amazing': 3, 'better': 3, 'home': 3, 'world': 3, 'everyone': 3, 'family': 3, 'unique': 2, 'job': 2, 'truly': 2, 'community': 2, 'care': 2, 'office': 2, 'support': 2, 'career': 2, 'cares': 2, 'personal': 2, 'customer': 2, 'grow': 2, 'level': 2, 'teams': 2, 'able': 2, 'training': 2, 'program': 2}",90% Employees say this is a great place to work,93% I'm proud to tell others I work here.,92% I am able to take time off from work when I think it's necessary.,92% I feel good about the ways we contribute to the community.,"92% When you join the company, you are made to feel welcome.",91% Management is honest and ethical in its business practices.,4.5,4.4,4.4,4,4.4,4.2,https://www.glassdoor.com/sap,B+,82
29,Navy Federal Credit Union,"{'help': 8, 'working': 7, 'members': 11, 'people': 7, 'positive': 3, 'environment': 3, 'based': 3, 'great': 3, 'benefits': 13, 'employees': 3, 'point': 2, 'plus': 2, 'family': 5, 'best': 4, 'phones': 2, 'culture': 4, 'questions': 2, 'communication': 2, 'forward': 2, 'open': 2, 'every': 2, 'friends': 2, 'gives': 2, 'still': 2, 'helpful': 2, 'serve': 2, 'interviewer': 2, 'actually': 2, 'worked': 2, 'helps': 2, 'team': 5, 'time': 4, 'good': 4, 'supportive': 2, 'understanding': 2, 'aspect': 2, 'keep': 2, 'fair': 1, 'happy': 1, 'giving': 1, 'fact': 1, 'experience': 1, 'happening': 1, 'health': 3, 'heartfelt': 1, 'everything': 1, 'excellent': 3, 'grow': 1, 'families': 1, 'growth': 3, 'fast': 1, 'care': 4, 'feel': 3, 'nfcu': 3, 'opportunities': 3, 'life': 3, 'everyone': 2, 'amazing': 2, 'job': 2, 'service': 2, 'member': 2, 'truly': 2, 'pip': 2, 'bonus': 2, 'balance': 2, 'cares': 2, 'pay': 2, 'love': 2, 'gym': 2, 'opportunity': 2, 'military': 2, 'career': 2, 'development': 2, 'better': 2, 'mission': 2, 'wellness': 2, 'community': 2, '401k': 2, 'unique': 2, 'events': 2, 'new': 2, 'center': 2, 'first': 2, 'leadership': 2, 'personal': 2, 'provide': 2, 'offer': 2}",94% Employees say this is a great place to work,96% We have special and unique benefits here.,"96% Our customers would rate the service we deliver as ""excellent.""","96% When you join the company, you are made to feel welcome.",95% I'm proud to tell others I work here.,95% I feel good about the ways we contribute to the community.,4,4.1,3.5,3.4,4.3,3.7,"https://www.glassdoor.com/Overview/Working-at-Navy-Federal-Credit-Union-EI_IE7281.11,36.htm",A+,83
30,USAA,"{'great': 12, 'best': 13, 'team': 12, 'people': 10, 'need': 6, 'help': 8, 'employee': 5, 'family': 7, 'able': 5, 'nice': 4, 'members': 11, 'good': 6, 'fair': 4, 'culture': 7, 'coworkers': 4, 'employees': 3, 'time': 5, 'happy': 3, 'match': 5, 'hard': 3, 'many': 3, 'mission': 13, 'leadership': 3, 'friendly': 3, 'everything': 3, 'know': 3, 'well': 3, '401k': 5, 'part': 3, 'based': 3, 'really': 3, 'questions': 3, 'workers': 3, 'companies': 3, 'bonus': 5, 'always': 3, 'benefits': 12, 'place': 2, 'interviews': 2, 'honest': 2, 'plus': 2, 'positive': 2, 'leaders': 2, 'phone': 2, 'level': 2, 'make': 2, 'management': 2, 'never': 2, 'percent': 2, 'matching': 2, 'military': 8, 'care': 3, 'life': 3, 'feel': 3, 'serve': 3, 'health': 3, 'healthy': 3, 'balance': 3, 'home': 3, 'unique': 3, 'love': 2, 'families': 2, 'community': 2, 'opportunities': 2, 'education': 2, 'truly': 2, 'service': 2, 'values': 2, 'focus': 2, 'gym': 2, 'job': 2, 'amazing': 2, 'ability': 2, 'member': 2, 'opportunity': 2, 'flexibility': 2, 'campus': 2, 'financial': 2, 'working': 2, 'onsite': 2, 'sense': 2, 'leave': 2, 'pay': 2, 'support': 2, 'commitment': 2, 'everyone': 2}",89% Employees say this is a great place to work,96% I feel good about the ways we contribute to the community.,"96% When you join the company, you are made to feel welcome.",92% We have special and unique benefits here.,92% I'm proud to tell others I work here.,91% Our facilities contribute to a good working environment.,3.5,3.8,3.5,3,4,3.2,"https://www.glassdoor.com/Overview/Working-at-USAA-EI_IE3033.11,15.htm",A,82
31,"Marriott International, Inc.","{'team': 64, 'people': 64, 'employees': 44, 'great': 42, 'good': 45, 'always': 40, 'guests': 33, 'well': 27, 'care': 35, 'benefits': 32, 'better': 26, 'help': 29, 'management': 26, 'together': 25, 'working': 25, 'marriott': 22, 'needs': 22, 'time': 24, 'love': 25, 'hotel': 24, 'everyone': 22, 'family': 26, 'make': 19, 'feel': 22, 'happy': 18, 'need': 18, 'will': 17, 'listen': 17, 'take': 17, 'manager': 16, 'best': 18, 'home': 19, 'communication': 15, 'hard': 15, 'experience': 15, 'paid': 14, 'fair': 14, 'things': 14, 'open': 14, 'leadership': 16, 'workers': 14, 'every': 13, 'different': 16, 'culture': 19, 'associates': 18, 'positive': 13, 'really': 13, 'members': 13, 'environment': 13, 'coworkers': 13, 'managers': 13, 'opportunities': 4, 'first': 3, 'job': 3, 'truly': 3, 'life': 3, 'opportunity': 3, 'unique': 3, 'able': 2, 'amazing': 2, 'community': 2, 'grow': 2, 'guest': 2, 'balance': 2, 'enjoy': 2, 'associate': 2, 'service': 2, 'strong': 2, 'support': 2, 'travel': 2, 'world': 2, 'ability': 2, 'flexibility': 2, 'location': 2, 'property': 2, 'takes': 2, 'believe': 2, 'career': 2, 'diversity': 2, 'growth': 2, 'know': 2}",85% Employees say this is a great place to work,"93% When you join the company, you are made to feel welcome.",90% I'm proud to tell others I work here.,"89% When I look at what we accomplish, I feel a sense of pride.",88% Management is honest and ethical in its business practices.,88% I feel good about the ways we contribute to the community.,3.8,3.9,3.3,3.4,3.6,3.8,"https://www.glassdoor.com/Overview/Working-at-Marriott-International-EI_IE7790.11,33.htm",B,77
32,Hyatt Hotels Corporation,"{'people': 25, 'good': 14, 'team': 12, 'great': 7, 'best': 11, 'working': 9, 'management': 6, 'always': 6, 'free': 9, 'together': 5, 'care': 12, 'well': 5, 'employee': 4, 'paid': 4, 'making': 4, 'help': 6, '401k': 4, 'world': 4, 'customers': 3, 'give': 3, 'year': 3, 'nice': 5, 'meet': 3, 'listen': 3, 'supervisor': 3, 'insurance': 3, 'benefits': 8, 'guests': 5, 'things': 3, 'hyatt': 3, 'everyone': 7, 'employees': 3, 'department': 3, 'type': 3, 'culture': 5, 'friendly': 4, 'money': 2, 'much': 2, 'need': 4, 'never': 2, 'nights': 4, 'office': 2, 'anyone': 2, 'open': 2, 'opportunities': 4, 'departments': 2, 'part': 2, 'paycheck': 2, 'plan': 2, 'positive': 2, 'professional': 2, 'family': 8, 'feel': 4, 'hotel': 4, 'time': 3, 'truly': 3, 'caring': 2, 'love': 2, 'job': 2, 'unique': 2, 'colleagues': 2, 'home': 2, 'fun': 2, 'cares': 2, 'new': 2, 'opportunity': 2, 'coworkers': 2, 'life': 2, 'amazing': 2, 'grow': 2, 'rooms': 2, 'different': 2, 'know': 2, 'community': 2, 'better': 2, 'comp': 2, 'feels': 2, 'room': 2, 'think': 2, 'enjoy': 2, 'associates': 2, 'food': 2, 'personal': 2, 'property': 2}",91% Employees say this is a great place to work,"95% When you join the company, you are made to feel welcome.",93% I'm proud to tell others I work here.,"92% When I look at what we accomplish, I feel a sense of pride.",92% People celebrate special events around here.,91% We have special and unique benefits here.,3.9,3.9,3.4,3.4,3.8,3.7,"https://www.glassdoor.com/Overview/Working-at-Hyatt-EI_IE2839.11,16.htm",A+,85
33,CarMax,"{'time': 12, 'well': 5, 'sales': 8, 'managers': 5, 'need': 4, 'coworkers': 4, 'culture': 8, 'feel': 12, 'part': 4, 'management': 4, 'compensation': 3, 'people': 13, 'concerns': 3, 'impact': 3, 'employee': 3, 'great': 3, 'experience': 6, 'best': 7, 'completed': 2, 'micro': 2, 'rules': 2, 'respectful': 2, 'morale': 2, 'make': 2, 'years': 2, 'family': 8, 'even': 2, 'overall': 2, 'employees': 2, 'especially': 2, 'office': 2, 'easy': 2, 'place': 2, 'position': 2, 'recognition': 2, 'everything': 2, 'disrespectful': 2, 'negatively': 2, 'negative': 2, 'needs': 2, 'strengths': 2, 'made': 2, 'opportunity': 6, 'leave': 2, 'will': 2, 'internal': 2, 'benefits': 6, 'better': 4, 'weaknesses': 2, 'help': 7, 'good': 6, 'everyone': 8, 'associates': 7, 'team': 6, 'job': 6, 'customers': 5, 'care': 5, 'working': 5, 'store': 4, 'love': 4, 'unique': 4, 'customer': 4, 'cares': 3, 'friendly': 3, 'grow': 3, 'associate': 3, 'life': 3, 'new': 3, 'opportunities': 3, 'community': 3, 'training': 3, 'business': 3, 'different': 3, 'able': 3, 'fun': 3, 'growth': 2, 'service': 2, 'truly': 2, 'first': 2, 'home': 2, 'level': 2, 'development': 2, 'ability': 2, 'right': 2, 'give': 2, 'personal': 2, 'individual': 2, 'enjoy': 2}",87% Employees say this is a great place to work,"95% When you join the company, you are made to feel welcome.",94% I feel good about the ways we contribute to the community.,90% Management is honest and ethical in its business practices.,"90% When people change jobs or work units, they are made to feel right at home.",89% I am given the resources and equipment to do my job.,3.4,3.7,3.1,3.1,3.4,3.3,"https://www.glassdoor.com/Overview/Working-at-CarMax-EI_IE6561.11,17.htm",B,67
